20191026,渝北,石子山,冉家坝 天邻风景 精装三房 视野开阔 采光很好 大阳台,135万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 110平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-06d12ee0-2e39-44cb-bae6-6ddc672c80cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝+三轻轨+居家装修2房+拎包入住+方正户型+安静,115万,高楼层(共31层)                                                    | 2008年建 |                                 2室2厅 | 91平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,渝北冉家坝 朝南看中庭四房 享三轻轨 诚心出售,160万,高楼层(共24层)                                                    | 2008年建 |                                 4室2厅 | 156平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,龙湖天街旁两江春城端头大花园洋房，带双车位,420万,低楼层(共7层)                                                3室2厅 | 170平米                                  | 东 西,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,户型方正  安静 视野好 配套成熟 交通便利新上,150万,低楼层(共28层)                                                    | 2008年建 |                                 3室2厅 | 132平米                                  | 东,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,位于三轻轨交汇处，小区环境安静。,150万,中楼层(共28层)                                                    | 2008年建 |                                 3室2厅 | 122平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,冉家坝三轻轨旁，户型方正，住家两房,115万,高楼层(共31层)                                                    | 2008年建 |                                 2室2厅 | 91.76平米                                  | 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,冉家坝 三轻轨交汇处 装修三房 交通方便,130万,中楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 109.58平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,天街体育公园旁，朝南，清水大两房,150万,低楼层(共27层)                                                    | 2008年建 |                                 2室2厅 | 97.3平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,春城洋房，中楼层看中庭，配套齐全,270万,中楼层(共7层)                                                3室2厅 | 115平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,经典小两房 户型实用 通风采光好 中楼层 视野好,115万,中楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58平米                                  | 西,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,佳居花园   三轻轨   出行方便   配套齐全新上,145万,低楼层(共31层)                                                    | 2008年建 |                                 2室2厅 | 92平米                                  | 东,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,出行方便，近冉家坝    三轻轨,142万,中楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 110平米                                  | 东 东南 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,两江新区  北环 北岸新洲住家三房新上,152万,中楼层(共27层)                                                    | 2008年建 |                                 3室1厅 | 97.3平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,佳居花园B区 3室3厅 东南新上,158万,中楼层(共31层)                                                    | 2008年建 |                                 3室3厅 | 123平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,此房满2年，没有房产税，清水，带地下室，带车位,450万,低楼层(共11层)                                                    | 2012年建 |                                 4室2厅 | 262.94平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-318d9724-491a-49cb-887a-5b9b55047df6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,轻轨5号线旁 龙湖天街精装单配（公寓性质） 拎包入住,65万,高楼层(共48层)                                                    | 2015年建 |                                 1室1厅 | 48平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-9c8ddeaf-dead-4df3-92f5-932840ba1136.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装3房，家具齐全拎包入住，看中庭安静。交通便利,240万,中楼层(共11层)                                                    | 2016年建 |                                 3室2厅 | 107平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_iAzxvt6WH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北冉家坝天邻风景清水三房，出让地,142万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 117.04平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-0f2fa4ec-8775-4eea-9f76-a22ac4906db1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,户型方正三房两卫出让地高楼层简单装修安静视野好,150万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 106平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-69b2e511-458c-4f91-bc54-3155a32fcb17.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,佳居花园 装修大平层  出行方便  配套齐全,190万,高楼层(共21层)                                                    | 2005年建 |                                 4室2厅 | 161.68平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-c0064eea-b05b-4ba7-827d-c01bf99c866b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 天街旁 中庭位置 精装大三房 看房方便,190万,中楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 151.17平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-12c0e66e-3f0e-40ee-84b2-151a778889bb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房是佳居花园A区，清水四房，看中庭，出行方便,235万,低楼层(共7层)                                                    | 2005年建 |                                 4室2厅 | 192.85平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-b275126d-2b10-42f3-ac99-4f8d3beb862d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景，大三房两卫，看小区中庭视野开阔，住家安静,205万,高楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 150.78平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-1659cf83-d32e-4dda-9492-69889d167c93.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北岸新洲 4室1厅 东,200万,中楼层(共11层)                                                    | 2008年建 |                                 4室1厅 | 120平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-36c85203-c244-4f4f-9765-cb23cc8c9ec4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,出行方便，配套齐全，可拎包入住,85万,高楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 53平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/dfd663d6-23eb-45c6-8a41-f12c2a4ff3cd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北 湖源著南区 精装带地暖  采光好,250万,中楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 90平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/7e5657d3-bc58-45a1-a3a6-e7cc8949587a.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天街+轻轨+精装跃层+朝南对中庭+屋顶花园,360万,高楼层(共30层)                                                    | 2005年建 |                                 6室2厅 | 293.6平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/6559c438-7c8a-488f-b608-eca555491638.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,户型方正，采光好无遮挡，小区环境优美,153万,低楼层(共33层)                                                    | 2016年建 |                                 2室2厅 | 77平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,精装+轻轨+天街+朝南+车位+证在手,230万,高楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 87.72平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/91aa63f3-fa8d-46bd-91d8-a326571ffb60.png!m_fill,w_280,h_210,f_jpg?from=ke.com
